Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1759620246,50,,Aggregated,36.200000,0.000000,60,97,140,200,320,440,650,750,3700,3700,3700,559,0,60,137.92617166530334,2.6809580012923107,3652.9767499887384,3300.3846153846152
1759620247,50,,Aggregated,38.800000,0.000000,58,89,130,180,320,400,650,750,3700,3700,3700,603,0,58,132.19744030836137,2.6809580012923107,3652.9767499887384,3231.283582089552
1759620248,50,,Aggregated,41.100000,0.000000,58,92,130,180,310,390,650,750,3700,3700,3700,648,0,58,129.66768396897047,2.6809580012923107,3652.9767499887384,3248.6558641975307
1759620249,50,,Aggregated,40.300000,0.000000,55,84,120,170,310,380,560,750,3700,3700,3700,688,0,55,124.23783757987071,2.6809580012923107,3652.9767499887384,3286.764534883721
1759620250,50,,Aggregated,42.800000,0.000000,54,82,110,160,290,370,550,730,3700,3700,3700,728,0,54,119.53503240652975,2.6809580012923107,3652.9767499887384,3358.1483516483518
1759620251,50,,Aggregated,41.200000,0.000000,53,77,110,140,280,350,540,730,3700,3700,3700,774,0,53,115.02859550901991,2.6809580012923107,3652.9767499887384,3377.390180878553
1759620252,50,,Aggregated,42.600000,0.000000,53,75,110,140,270,350,510,720,3700,3700,3700,830,0,53,111.4216417240411,2.6809580012923107,3652.9767499887384,3410.721686746988
1759620253,50,,Aggregated,41.200000,0.000000,53,73,100,130,260,350,500,720,3700,3700,3700,873,0,53,107.87390097366651,2.6809580012923107,3652.9767499887384,3398.1168384879725
1759620254,50,,Aggregated,42.100000,0.000000,53,72,100,130,260,340,490,720,3700,3700,3700,910,0,53,105.99736745822996,2.6809580012923107,3652.9767499887384,3411.6934065934065
1759620255,50,,Aggregated,42.800000,0.000000,52,69,94,120,250,330,490,720,3700,3700,3700,969,0,52,101.90526011973712,2.6809580012923107,3652.9767499887384,3369.186790505676
1759620256,50,,Aggregated,44.300000,0.000000,52,68,94,120,240,330,490,720,3700,3700,3700,994,0,52,100.98187090849277,2.6809580012923107,3652.9767499887384,3358.860160965795
1759620257,50,,Aggregated,44.700000,0.000000,50,66,87,110,230,330,480,660,3600,3700,3700,1055,0,50,97.16724116502493,2.4424160073976964,3652.9767499887384,3361.8597156398105
1759620258,50,,Aggregated,43.900000,0.000000,50,64,83,110,220,320,480,660,3600,3700,3700,1099,0,50,94.23142331041136,2.4424160073976964,3652.9767499887384,3426.693357597816
1759620259,50,,Aggregated,44.000000,0.000000,49,62,81,100,210,320,450,650,3600,3700,3700,1153,0,49,91.36040066705856,2.4424160073976964,3652.9767499887384,3435.383347788378
1759620260,50,,Aggregated,44.400000,0.000000,49,61,79,100,210,320,450,650,3600,3700,3700,1189,0,49,89.4036407116311,2.4424160073976964,3652.9767499887384,3440.0916736753575
1759620261,50,,Aggregated,45.100000,0.000000,48,60,76,95,200,320,450,650,3600,3700,3700,1234,0,48,87.2643912513113,2.4424160073976964,3652.9767499887384,3427.2649918962725
1759620262,50,,Aggregated,45.600000,0.000000,49,60,76,94,200,320,450,650,3600,3700,3700,1279,0,49,86.08197153884649,2.4424160073976964,3652.9767499887384,3410.546520719312
1759620263,50,,Aggregated,46.400000,0.000000,48,59,74,88,190,310,440,560,3600,3700,3700,1321,0,48,84.29710126048059,2.4424160073976964,3652.9767499887384,3439.81226343679
1759620264,50,,Aggregated,45.200000,0.000000,48,58,73,87,190,310,440,560,3600,3700,3700,1363,0,48,82.95559627445971,2.4424160073976964,3652.9767499887384,3436.5619955979455
1759620265,50,,Aggregated,45.300000,0.000000,47,56,70,86,180,300,440,550,3600,3700,3700,1409,0,47,81.22496972541504,2.4424160073976964,3652.9767499887384,3452.8594748048263
1759620266,50,,Aggregated,44.700000,0.000000,47,55,70,83,170,300,430,550,3600,3700,3700,1457,0,47,79.71326307623805,2.4424160073976964,3652.9767499887384,3436.7220315717227
1759620267,50,,Aggregated,44.900000,0.000000,47,55,70,84,180,300,440,540,3600,3700,3700,1501,0,47,80.44340023989837,2.4424160073976964,3652.9767499887384,3416.975349766822
1759620268,50,,Aggregated,46.300000,0.000000,47,55,67,82,170,290,440,540,3600,3700,3700,1548,0,47,78.87054579203308,2.4424160073976964,3652.9767499887384,3430.59173126615
1759620269,50,,Aggregated,45.200000,0.000000,46,54,66,80,170,290,440,540,3600,3700,3700,1592,0,46,77.41305203899402,2.4424160073976964,3652.9767499887384,3420.8599246231156
1759620270,50,,Aggregated,44.200000,0.000000,45,54,66,80,170,280,430,530,3600,3700,3700,1641,0,45,76.30055239005377,2.4424160073976964,3652.9767499887384,3418.516758074345
1759620271,50,,Aggregated,46.000000,0.000000,45,53,65,80,160,280,400,530,3600,3700,3700,1685,0,45,75.45871338637778,2.4424160073976964,3652.9767499887384,3397.9234421364986
