Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1759620272,50,,Aggregated,44.600000,0.000000,45,53,64,78,160,280,390,510,3600,3700,3700,1733,0,45,74.32222704504235,2.4424160073976964,3652.9767499887384,3364.6884016156955
1759620273,50,,Aggregated,44.700000,0.000000,45,53,64,77,160,280,390,510,3600,3700,3700,1772,0,45,73.79692939341223,2.4424160073976964,3652.9767499887384,3347.676072234763
1759620274,50,,Aggregated,44.600000,0.000000,45,53,63,76,150,270,380,500,3600,3700,3700,1810,0,45,72.82437456970956,2.4424160073976964,3652.9767499887384,3361.643093922652
1759620275,50,,Aggregated,45.600000,0.000000,45,53,63,75,150,270,380,500,3600,3700,3700,1863,0,45,72.16651418742141,2.4424160073976964,3652.9767499887384,3357.6655931293612
1759620276,50,,Aggregated,45.200000,0.000000,44,53,62,74,140,270,370,500,3600,3700,3700,1912,0,44,71.00739769255551,2.4424160073976964,3652.9767499887384,3345.4341004184103
1759620277,50,,Aggregated,44.400000,0.000000,44,52,61,72,140,270,370,500,3600,3700,3700,1947,0,44,70.18081833855749,2.4424160073976964,3652.9767499887384,3372.547508988187
1759620278,50,,Aggregated,42.900000,0.000000,44,52,61,73,140,260,370,500,3600,3700,3700,1991,0,44,69.61205086096867,2.4424160073976964,3652.9767499887384,3371.1315921647415
1759620279,50,,Aggregated,45.500000,0.000000,44,52,62,74,140,260,350,500,3200,3700,3700,2039,0,44,69.35112897210962,2.4424160073976964,3652.9767499887384,3384.038254046101
1759620280,50,,Aggregated,45.000000,0.000000,44,52,62,74,140,260,350,500,3200,3700,3700,2071,0,44,69.0112979517629,2.4424160073976964,3652.9767499887384,3411.646064703042
1759620281,50,,Aggregated,42.900000,0.000000,44,52,61,72,140,250,350,490,3200,3700,3700,2118,0,43,68.21418829372242,2.4424160073976964,3652.9767499887384,3424.5712936732766
1759620282,50,,Aggregated,44.800000,0.000000,43,52,61,71,130,250,350,490,3200,3700,3700,2163,0,43,67.50988897417044,2.4424160073976964,3652.9767499887384,3416.6486361534903
1759620283,50,,Aggregated,42.600000,0.000000,42,52,60,70,130,250,350,490,3200,3700,3700,2212,0,42,66.67543398379648,2.4424160073976964,3652.9767499887384,3420.7111211573238
1759620284,50,,Aggregated,43.300000,0.000000,42,52,60,70,130,240,350,490,3200,3700,3700,2258,0,42,65.99647225339044,2.4424160073976964,3652.9767499887384,3423.8104517271922
1759620285,50,,Aggregated,42.900000,0.000000,41,51,60,68,130,240,350,490,3200,3700,3700,2296,0,41,65.31813609674951,2.4424160073976964,3652.9767499887384,3437.258275261324
1759620286,50,,Aggregated,43.600000,0.000000,40,51,59,67,120,240,350,480,3200,3700,3700,2346,0,40,64.51701970634815,2.4424160073976964,3652.9767499887384,3437.4471440750212
1759620287,50,,Aggregated,44.400000,0.000000,39,51,58,66,120,230,350,480,3200,3700,3700,2397,0,39,63.86347421198887,2.4424160073976964,3652.9767499887384,3471.9357530246143
1759620288,50,,Aggregated,44.600000,0.000000,40,51,59,66,120,230,350,480,3200,3700,3700,2431,0,40,63.619058951103376,2.4424160073976964,3652.9767499887384,3471.791032496915
1759620289,50,,Aggregated,43.000000,0.000000,39,51,58,66,120,220,340,480,3200,3700,3700,2490,0,39,62.938583827357554,2.4424160073976964,3652.9767499887384,3493.744578313253
1759620290,50,,Aggregated,44.000000,0.000000,39,51,58,66,110,220,340,460,3200,3700,3700,2529,0,39,62.32407833178643,2.4424160073976964,3652.9767499887384,3525.2257809410835
1759620291,50,,Aggregated,44.600000,0.000000,38,51,57,65,110,220,340,460,3200,3700,3700,2571,0,38,61.75063870168951,2.4424160073976964,3652.9767499887384,3506.826137689615
1759620292,50,,Aggregated,44.500000,0.000000,38,50,56,65,110,210,340,450,3200,3700,3700,2617,0,38,61.28912297018691,2.4424160073976964,3652.9767499887384,3511.2174245319065
1759620293,50,,Aggregated,44.800000,0.000000,38,50,56,65,110,210,330,450,3200,3700,3700,2668,0,38,61.005225815588645,2.4424160073976964,3652.9767499887384,3499.4767616191903
1759620294,50,,Aggregated,45.900000,0.000000,37,50,56,64,110,210,330,450,3200,3700,3700,2717,0,37,60.39917067574433,2.4424160073976964,3652.9767499887384,3510.630842841369
1759620295,50,,Aggregated,44.000000,0.000000,37,50,56,64,110,210,330,450,3200,3700,3700,2748,0,36,59.98725270561684,2.4424160073976964,3652.9767499887384,3508.296215429403
1759620296,50,,Aggregated,44.800000,0.000000,35,50,55,63,110,200,330,450,3200,3700,3700,2808,0,35,59.34898482550296,2.4424160073976964,3652.9767499887384,3487.19301994302
1759620297,50,,Aggregated,45.300000,0.000000,35,50,55,63,110,200,330,450,3200,3700,3700,2844,0,35,58.941650805890816,2.4424160073976964,3652.9767499887384,3483.2855133614626
1759620298,50,,Aggregated,45.600000,0.000000,35,50,55,62,110,200,330,450,3200,3700,3700,2895,0,35,58.52790239303444,2.4424160073976964,3652.9767499887384,3473.302245250432
1759620299,50,,Aggregated,45.700000,0.000000,35,50,55,62,110,200,320,440,3200,3700,3700,2927,0,35,58.091356525041554,2.185166988056153,3652.9767499887384,3470.5613255893404
1759620300,50,,Aggregated,45.700000,0.000000,35,50,55,62,110,200,330,450,3200,3700,3700,2966,0,35,58.64057298343841,2.185166988056153,3652.9767499887384,3482.690829399865
1759620301,50,,Aggregated,45.700000,0.000000,34,49,55,62,110,200,330,450,2200,3700,3700,3006,0,34,58.273788163631615,2.185166988056153,3652.9767499887384,3466.274118429807
1759620302,50,,Aggregated,44.200000,0.000000,34,49,54,61,110,200,330,450,2200,3700,3700,3060,0,34,57.74054970420871,2.185166988056153,3652.9767499887384,3471.0928104575164
1759620303,50,,Aggregated,44.600000,0.000000,34,49,54,61,100,200,330,450,2200,3700,3700,3106,0,34,57.38703724431486,2.185166988056153,3652.9767499887384,3496.342562781713
1759620304,50,,Aggregated,43.700000,0.000000,34,49,54,61,100,190,320,450,2200,3700,3700,3153,0,34,56.961738798221475,2.185166988056153,3652.9767499887384,3494.3235014272122
1759620305,50,,Aggregated,44.300000,0.000000,33,49,54,61,100,190,320,450,2200,3700,3700,3184,0,33,56.753005016886604,2.185166988056153,3652.9767499887384,3507.665829145729
1759620306,50,,Aggregated,44.300000,0.000000,33,49,54,60,99,190,320,440,2200,3700,3700,3237,0,33,56.224475483395175,2.185166988056153,3652.9767499887384,3507.258263824529
1759620307,50,,Aggregated,43.100000,0.000000,33,49,54,60,99,180,320,440,2200,3700,3700,3272,0,33,56.1755588746264,2.185166988056153,3652.9767499887384,3510.044315403423
1759620308,50,,Aggregated,42.500000,0.000000,33,49,54,61,100,200,340,490,2200,3700,3700,3309,0,33,58.983789214792395,2.185166988056153,3652.9767499887384,3493.7056512541553
1759620309,50,,Aggregated,43.400000,0.000000,33,49,54,61,100,200,340,490,2200,3700,3700,3343,0,33,58.92721959219981,2.185166988056153,3652.9767499887384,3519.7376607837273
1759620310,50,,Aggregated,42.200000,0.000000,33,49,54,60,100,190,340,490,2200,3700,3700,3397,0,33,58.46502536996106,2.185166988056153,3652.9767499887384,3509.494848395643
1759620311,50,,Aggregated,42.100000,0.000000,33,49,54,60,100,190,330,490,2200,3700,3700,3442,0,33,58.20148873467606,2.185166988056153,3652.9767499887384,3515.4302730970367
